Name,Genre,Platform,Global_Sales,Cluster
Geometry Wars: Galaxies,Shooter,Wii,0.13,0
Actua Tennis,Sports,PS,0.13,0
Horse Life,Simulation,DS,0.13,0
Monster Truck Madness,Racing,GBA,0.12,0
Sonic Jam,Platform,SAT,0.12,0
Puella Magi Madoka Magica Portable,Role-Playing,PSP,0.12,0
Ninja Reflex,Action,Wii,0.12,0
Peter Jacobsen's Golden Tee Golf,Sports,PS,0.12,0
Calling,Adventure,Wii,0.12,0
Marvel Avengers: Battle for Earth,Action,WiiU,0.12,0
Disney's Atlantis: The Lost Empire,Platform,GBA,0.12,0
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,Sports,SAT,0.12,0
Where the Wild Things Are,Platform,Wii,0.12,0
High Velocity: Mountain Racing Challenge,Racing,SAT,0.12,0
NHL 2K7,Sports,PS3,0.12,0
Resident Evil,Action,PS3,0.12,0
Capcom vs. SNK 2: Millionaire Fighting 2001,Fighting,DC,0.12,0
Criticom,Fighting,PS,0.12,0
SCORE International Baja 1000: The Official Game,Racing,X360,0.12,0
Disney Sing It: Party Hits,Misc,PS3,0.12,0
Sleeping Dogs,Action,PC,0.12,0
Mega Man X: Command Mission,Role-Playing,GC,0.12,0
Diner Dash: Sizzle & Serve,Puzzle,PSP,0.12,0
After Hours Athletes,Sports,PS3,0.12,0
Lego Star Wars: The Force Awakens,Action,PS3,0.12,0
Worms 3D,Strategy,PS2,0.12,0
Clock Tower: The First Fear,Adventure,PS,0.12,0
Kidou Senshi Gundam Seed Battle Destiny,Action,PSV,0.12,0
Godzilla Unleashed: Double Smash,Action,DS,0.12,0
Star Trek: Conquest,Strategy,Wii,0.12,0
"Kilari: Na-san, Mon Meilleur Ami",Simulation,DS,0.12,0
Strikers 1945,Shooter,PS,0.12,0
Ochaken no Heya DS,Simulation,DS,0.12,0
Obscure: The Aftermath,Action,Wii,0.12,0
Galidor: Defenders of the Outer Dimension,Action,GBA,0.12,0
Tom Clancy's Splinter Cell Trilogy,Action,PS3,0.12,0
Fire ProWrestling S: 6Men Scramble,Fighting,SAT,0.12,0
Blackwater,Shooter,X360,0.12,0
Pryzm Chapter One: The Dark Unicorn,Adventure,PS2,0.12,0
Gundam Battle Royale,Action,PSP,0.12,0
Solitaire & Mahjong,Puzzle,Wii,0.12,0
Zen-Nippon Pro Wrestling: Ouja no Kon,Fighting,PS,0.12,0
NASCAR 2005: Chase for the Cup,Racing,GC,0.12,0
Homefront: The Revolution,Shooter,XOne,0.12,0
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",Misc,PS2,0.12,0
Guilty Gear X,Fighting,PS2,0.12,0
Deadliest Catch: Sea of Chaos,Sports,Wii,0.12,0
One Piece: Pirate Warriors 2,Action,PSV,0.12,0
NHL 2002,Sports,GBA,0.12,0
Disney's PK: Out of the Shadows,Platform,PS2,0.12,0
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,Role-Playing,DS,0.12,0
Karaoke Revolution,Misc,X360,0.12,0
Echo Night,Adventure,PS,0.12,0
Are You Smarter than a 5th Grader? Game Time,Puzzle,X360,0.12,0
Rocket League,Sports,XOne,0.12,0
Wild ARMs 5 (jp sales),Role-Playing,PS2,0.12,0
Tom Clancy's Splinter Cell: Blacklist,Action,WiiU,0.12,0
Gladiator Begins,Action,PSP,0.12,0
Colony Wars III: Red Sun,Simulation,PS,0.12,0
Magic: The Gathering - Battlemage,Strategy,PS,0.12,0
The King of Fighters '94,Fighting,NG,0.12,0
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,Adventure,DS,0.12,0
Puzzle Quest 2,Puzzle,DS,0.12,0
All Kamen Rider: Rider Generation,Action,DS,0.12,0
The King of Fighters '98 Ultimate Match,Fighting,PS2,0.12,0
Onechanbara: Bikini Zombie Slayers,Action,Wii,0.12,0
Puzzle Quest: Challenge of the Warlords,Puzzle,PS2,0.12,0
Angry Birds Star Wars,Strategy,PSV,0.12,0
Guardian's Crusade,Role-Playing,PS,0.12,0
Undead Knights,Action,PSP,0.12,0
Final Fantasy XIV: Heavensward,Action,PS4,0.12,0
Lemony Snicket's A Series of Unfortunate Events,Platform,XB,0.12,0
MotoGP 3 - Official Game of MotoGP,Racing,PS2,0.12,0
Makai Kingdom: Chronicles of the Sacred Tome,Role-Playing,PS2,0.12,0
The Ant Bully,Platform,GC,0.12,0
M&M's Kart Racing,Racing,DS,0.12,0
Bomberman Party Edition,Puzzle,PS,0.12,0
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Misc,3DS,0.12,0
Dragon Ball Z: Battle of Z,Fighting,PSV,0.12,0
Eyeshield 21: Max Devil Power,Role-Playing,DS,0.12,0
Summon Night 3,Role-Playing,PSP,0.12,0
O.D.T.: Escape... Or Die Trying,Adventure,PS,0.12,0
Madden NFL 06,Sports,DS,0.12,0
Escape The Museum,Adventure,Wii,0.12,0
Fuse (Insomniac),Shooter,PS3,0.12,0
Lunar: Dragon Song,Role-Playing,DS,0.12,0
Break 'Em All,Puzzle,DS,0.12,0
WWE SmackDown vs Raw 2008,Fighting,DS,0.12,0
MotoGP 14,Racing,PS3,0.12,0
Cars 2,Racing,PSP,0.12,0
Major League Baseball 2K8 Fantasy All-Stars,Sports,DS,0.12,0
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,Shooter,PSP,0.12,0
San Goku Shi V,Strategy,SAT,0.12,0
Puzzle Kingdoms,Puzzle,Wii,0.12,0
The Lord of the Rings: Aragorn's Quest,Action,DS,0.12,0
WRC 5: FIA World Rally Championship,Sports,PS3,0.12,0
Red Faction II,Shooter,XB,0.12,0
Daikaijyuu Monogatari II,Role-Playing,SNES,0.12,0
Rock Band Track Pack Volume 2,Misc,PS2,0.12,0
Voodoo Vince,Platform,XB,0.12,0
Bodycount,Shooter,PS3,0.12,0
Gundam Memories: Tatakai no Kioku,Action,PSP,0.12,0
Megamind: Ultimate Showdown,Action,X360,0.12,0
Kaijuu Busters,Action,DS,0.12,0
Neopets Petpet Adventures: The Wand of Wishing,Adventure,PSP,0.12,0
Ferrari Challenge Trofeo Pirelli,Racing,PS2,0.12,0
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,Misc,SAT,0.12,0
Chase: Hollywood Stunt Driver,Racing,XB,0.12,0
The X Files: Resist or Serve,Adventure,PS2,0.12,0
Mobile Suit Gundam Side Story: Missing Link,Action,PS3,0.12,0
Curious George,Action,PS2,0.12,0
Crush3D,Platform,3DS,0.12,0
Zathura,Adventure,PS2,0.12,0
Lovely Lisa,Simulation,DS,0.12,0
Medarot DS: Kabuto / Kuwagata Ver.,Role-Playing,DS,0.12,0
Mountain Sports,Sports,Wii,0.12,0
Tenchu: Shadow Assassins,Action,PSP,0.12,0
NPPL: Championship Paintball 2009,Shooter,X360,0.12,0
Lost Planet 3,Shooter,X360,0.12,0
Making History: The Great War,Strategy,PSP,0.12,0
Shin Megami Tensei: Devil Survivor 2,Role-Playing,3DS,0.12,0
The God of War Trilogy,Action,PS3,0.12,0
Dance Paradise,Misc,X360,0.12,0
Backyard Baseball '10,Sports,DS,0.12,0
Blazblue: Continuum Shift Extend,Fighting,PSV,0.12,0
Cel Damage,Racing,XB,0.12,0
Go! Sudoku,Puzzle,PSP,0.12,0
Alice: Madness Returns,Adventure,PC,0.12,0
SSX 3,Sports,GBA,0.12,0
My Chinese Coach,Misc,DS,0.12,0
DiRT 2,Racing,DS,0.12,0
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,Misc,DS,0.12,0
The King of Fighters Collection: The Orochi Saga,Fighting,Wii,0.12,0
Atelier Annie: Alchemists of Sera Island,Role-Playing,DS,0.12,0
Breakdown,Adventure,XB,0.12,0
Rush,Racing,PSP,0.12,0
Ecco the Dolphin,Adventure,GEN,0.12,0
The Legend of Heroes: Trails of Cold Steel II,Role-Playing,PS3,0.12,0
Looney Tunes: Sheep Raider,Platform,PS,0.12,0
Yard Sale Hidden Treasures: Sunnyville,Puzzle,DS,0.12,0
Harvest Moon 2 GBC,Simulation,GB,0.12,0
Killer is Dead,Action,X360,0.12,0
Lost in Shadow,Platform,Wii,0.12,0
Cory in the House,Action,DS,0.12,0
X2: Wolverine's Revenge,Platform,GC,0.12,0
McDROID,Strategy,Wii,0.12,0
Gallop Racer 2000,Sports,PS,0.12,0
Showdown: Legends of Wrestling,Fighting,XB,0.12,0
Macross Triangle Frontier,Action,PSP,0.12,0
Chessmaster: The Art of Learning,Misc,PSP,0.12,0
Petz Fantasy: Moonlight Magic,Simulation,DS,0.12,0
Gundam Breaker 3,Action,PSV,0.12,0
My Farm Around the World,Simulation,DS,0.12,0
Fat Princess: Fistful of Cake,Action,PSP,0.12,0
Zubo,Misc,DS,0.12,0
NFL QB Club 2001,Sports,N64,0.12,0
Earthworm Jim 3D,Platform,N64,0.12,0
Rocket: Robot on Wheels,Platform,N64,0.12,0
Densha De Go! 64,Simulation,N64,0.12,0
Conception II: Children of the Seven Stars,Role-Playing,3DS,0.12,0
Animal Genius,Puzzle,DS,0.12,0
Sega Soccer Slam,Sports,PS2,0.12,0
Zenses: Rainforest,Puzzle,DS,0.12,0
Dora the Explorer: Dora Saves the Mermaids,Platform,PS2,0.12,0
Grand Theft Auto: San Andreas,Action,X360,0.12,0
Phantasy Star Universe,Role-Playing,X360,0.12,0
Skate City Heroes,Sports,Wii,0.12,0
NASCAR Unleashed,Racing,X360,0.12,0
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,Racing,GBA,0.12,0
College Hoops 2K6,Sports,X360,0.12,0
Mytran Wars,Strategy,PSP,0.12,0
MX vs. ATV Untamed,Racing,DS,0.12,0
Prince of Persia: Rival Swords,Action,PSP,0.12,0
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,Fighting,PSP,0.12,0
Gungnir: Mayari no Gunshin to Eiyuu Sensou,Role-Playing,PSP,0.12,0
Dodge Racing: Charger vs Challenger,Racing,Wii,0.12,0
Fate/Extra CCC,Action,PSP,0.12,0
MTV Sports: Pure Ride,Sports,PS,0.12,0
Sonic Adventure 2,Platform,DC,0.12,0
Burning Road,Racing,PS,0.12,0
Slayers,Role-Playing,SNES,0.12,0
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,Strategy,DS,0.12,0
IndyCar Series,Racing,PS2,0.12,0
Space Chimps,Platform,PS2,0.12,0
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,Misc,GBA,0.12,0
Famicom Mini: TwinBee,Shooter,GBA,0.12,0
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,Misc,DS,0.12,0
Gladiator: Sword of Vengeance,Action,PS2,0.12,0
nail'd,Racing,PS3,0.12,0
PixelJunk Monsters Deluxe,Strategy,PSP,0.12,0
Tom Clancy's EndWar,Strategy,PSP,0.12,0
Ultimate Card Games,Misc,GBA,0.12,0
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,Sports,PS2,0.12,0
Rubik's World,Puzzle,DS,0.12,0
Lost Magic,Role-Playing,DS,0.12,0
Wallace & Gromit: Curse of the Were-Rabbit,Adventure,PS2,0.12,0
DreamWorks Super Star Kartz,Racing,3DS,0.12,0
Minute to Win It,Misc,DS,0.12,0
The Bible Game,Misc,GBA,0.12,0
NFL Head Coach,Sports,XB,0.12,0
Pinball Hall of Fame: The Williams Collection,Misc,X360,0.12,0
Medarot 4: Kabuto / Kuwagata Version,Role-Playing,GB,0.12,0
Backyard Sports Football: Rookie Rush,Sports,X360,0.12,0
Sacred 3,Role-Playing,PS3,0.12,0
Vacation Isle: Beach Party,Misc,Wii,0.12,0
Fit in Six,Sports,Wii,0.12,0
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,Shooter,PSP,0.12,0
"Ed, Edd n Eddy: The Mis-Edventures",Platform,GBA,0.12,0
Onimusha: Blade Warriors,Fighting,PS2,0.12,0
Tecmo Bowl: Kickoff,Sports,DS,0.12,0
Disney's Extreme Skate Adventure,Sports,GC,0.12,0
Akuji the Heartless,Platform,PS,0.12,0
NBA 2K2,Sports,GC,0.12,0
7 Days to Die,Action,PS4,0.12,0
Monster Jam: Path of Destruction,Racing,X360,0.12,0
Everybody Dance,Misc,PS3,0.12,0
Psychonauts,Platform,XB,0.12,0
Power Gig: Rise of the SixString,Misc,X360,0.12,0
Deus Ex: Human Revolution,Shooter,WiiU,0.12,0
Jeremy McGrath Supercross World,Racing,GC,0.12,0
Uta no * Prince-Sama: All Star,Action,PSP,0.12,0
HardBall 5,Sports,PS,0.12,0
Airborne Troops: Countdown to D-Day,Shooter,PS2,0.12,0
MLB Inside Pitch 2003,Sports,XB,0.12,0
ArmA III,Shooter,PC,0.12,0
The Walking Dead: Season Two,Adventure,X360,0.12,0
Marvel Trading Card Game,Misc,DS,0.12,0
One Piece: Super Grand Battle! X,Fighting,3DS,0.12,0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Action,DS,0.12,0
Self-Defense Training Camp,Sports,X360,0.12,0
Battles of Prince of Persia,Strategy,DS,0.12,0
Deca Sports Extreme,Sports,3DS,0.12,0
Cruis'n,Racing,Wii,0.12,0
Hatsune Miku: Project Diva X,Misc,PSV,0.12,0
Battle Arena Toshinden Remix,Fighting,SAT,0.12,0
Assassin's Creed Chronicles,Action,PSV,0.12,0
Legends of Wrestling II,Fighting,GC,0.12,0
Tropico 5,Simulation,PC,0.12,0
A.C.E.: Another Century's Episode Portable,Simulation,PSP,0.12,0
Dragon Quest Builders: Revive Alefgard,Role-Playing,PS3,0.12,0
Rodea the Sky Soldier,Action,WiiU,0.12,0
Peggle: Dual Shot,Puzzle,DS,0.12,0
Jikkyou Powerful Pro Yakyuu 9,Sports,GC,0.12,0
Sniper Elite,Shooter,Wii,0.12,0
Etrian Odyssey V,Role-Playing,3DS,0.12,0
Jikkyou Powerful Pro Yakyuu 2014,Sports,PSV,0.12,0
Barbie as The Island Princess,Adventure,PS2,0.12,0
Crime Killer,Racing,PS,0.12,0
NPPL: Championship Paintball 2009,Shooter,Wii,0.12,0
Backyard Wrestling 2: There Goes the Neighborhood,Fighting,XB,0.12,0
Dementium II,Shooter,DS,0.12,0
Don Bradman Cricket 14,Sports,PS4,0.12,0
USA Today Crossword Challenge,Puzzle,DS,0.12,0
MegaTagmension Blanc + Neptune VS Zombies,Action,PSV,0.12,0
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,Fighting,SNES,0.12,0
SD Gundam G Generation-F.I.F,Strategy,PS,0.12,0
Jaws: Ultimate Predator,Action,3DS,0.12,0
Yakuza Kiwami,Adventure,PS3,0.12,0
Raiden IV,Shooter,X360,0.12,0
Deception IV: Blood Ties,Action,PS3,0.12,0
The Walking Dead: Survival Instinct,Shooter,WiiU,0.12,0
Rock Band: Metal Track Pack,Misc,PS3,0.12,0
Charm Girls Club: My Perfect Prom,Simulation,DS,0.12,0
DreamWorks Super Star Kartz,Racing,PS3,0.12,0
Harukanaru Augusta 2: Masters,Sports,SNES,0.12,0
Castlevania: Curse of Darkness,Action,XB,0.12,0
Spider-Man: Edge of Time,Action,3DS,0.12,0
Mobil 1 Rally Championship,Racing,PS,0.12,0
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,Fighting,PS2,0.12,0
Turok: Evolution,Shooter,GBA,0.12,0
The Clique: Diss and Make Up,Adventure,DS,0.12,0
Love Live! School Idol Paradise,Misc,PSV,0.12,0
Rugrats: Totally Angelica,Adventure,PS,0.12,0
Nightshade,Action,PS2,0.12,0
NFL Tour,Sports,PS3,0.12,0
Ridge Racer Unbounded,Racing,X360,0.12,0
CSI: Crime Scene Investigation,Adventure,XB,0.12,0
The Lord of the Rings: Aragorn's Quest,Action,PSP,0.12,0
Yogi Bear: The Video Game,Action,Wii,0.12,0
Makai Shin Trillion,Role-Playing,PSV,0.12,0
Buffy the Vampire Slayer: Chaos Bleeds,Action,XB,0.12,0
Lost Horizon,Adventure,PC,0.12,0
Hanagumi Taisen Columns,Puzzle,SAT,0.12,0
Tales of Destiny 2,Role-Playing,PSP,0.12,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,GC,0.12,0
Power Pro Kun Pocket 14,Sports,DS,0.12,0
Get Up and Dance,Misc,Wii,0.12,0
Merv Griffin's Crosswords,Puzzle,Wii,0.12,0
Rango: The Video Game,Action,DS,0.12,0
Planet 51,Action,PS3,0.12,0
Ultimate Puzzle Games: Sudoku Edition,Puzzle,DS,0.12,0
Tokyo Twilight Ghost Hunters,Role-Playing,PSV,0.12,0
Deadpool,Action,XOne,0.12,0
UN Squadron,Shooter,SNES,0.12,0
Tecmo Super Bowl,Sports,PS,0.12,0
TMNT,Action,PSP,0.12,0
Dora the Explorer: Journey to the Purple Planet,Adventure,GC,0.12,0
Lunar 2: Eternal Blue,Role-Playing,SAT,0.12,0
NHL Powerplay '96,Sports,PS,0.12,0
Thousand Arms,Role-Playing,PS,0.12,0
de Blob 2,Platform,DS,0.12,0
Arctic Thunder,Racing,XB,0.12,0
Hyperdimension Neptunia Re;Birth 3,Action,PSV,0.12,0
Barnyard,Action,GC,0.12,0
Stolen Song,Adventure,PS,0.12,0
Darkspore,Role-Playing,PC,0.12,0
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Misc,X360,0.12,0
Armored Core: Verdict Day,Simulation,PS3,0.12,0
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,Action,DS,0.12,0
Harvey Birdman: Attorney at Law,Adventure,PS2,0.12,0
Wipeout 2,Misc,PS3,0.12,0
Dawn of Discovery,Simulation,DS,0.12,0
DEATH NOTE: Kira Game,Adventure,DS,0.12,0
Sengoku Cyber: Fujimaru Jigokuhen,Strategy,PS,0.12,0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,Misc,PS2,0.12,0
ASH: Archaic Sealed Heat,Role-Playing,DS,0.12,0
Brunswick Pro Bowling,Sports,3DS,0.12,0
Fantastic Four: Rise of the Silver Surfer,Action,X360,0.12,0
Dorabase 2: Nettou Ultra Stadium,Sports,DS,0.12,0
Center Ring Boxing,Fighting,SAT,0.12,0
NHL 2K3,Sports,XB,0.12,0
Puzzler World 2,Puzzle,DS,0.12,0
Die Hard: Vendetta,Shooter,GC,0.12,0
Sword Art Online: Hollow Fragment,Role-Playing,PS4,0.12,0
F1 2002,Racing,PS2,0.12,0
Hasbro Family Game Night Fun Pack,Misc,Wii,0.12,0
FIFA Soccer,Sports,PSP,0.12,0
Dead Island Definitive Collection,Action,PS4,0.12,0
Sphinx and the Cursed Mummy,Action,XB,0.12,0
Army Men: Soldiers of Misfortune,Shooter,DS,0.12,0
GT Advance 2: Rally Racing,Racing,GBA,0.11,0
Mystery P.I. - Portrait of a Thief,Adventure,DS,0.11,0
Yakuza,Action,PS3,0.11,0
DOA 2: Dead or Alive 2 Hardcore,Fighting,PS2,0.11,0
A Witch's Tale,Role-Playing,DS,0.11,0
Hollywood Squares,Misc,Wii,0.11,0
Cabela's Deer Hunt 2005 Season,Sports,XB,0.11,0
SplashDown,Racing,XB,0.11,0
Nobunaga no Yabou: Tenshoki,Strategy,SAT,0.11,0
Stronghold,Strategy,PC,0.11,0
Warhammer: Battle March,Strategy,X360,0.11,0
F1 Racing Championship,Racing,PS,0.11,0
Dead Man's Hand,Shooter,XB,0.11,0
Smash Cars,Racing,PS2,0.11,0
NASCAR 07,Racing,PS2,0.11,0
Karaoke Revolution Presents American Idol Encore 2,Misc,PS3,0.11,0
Nickelodeon Dance,Misc,X360,0.11,0
Pac 'n Roll,Platform,DS,0.11,0
Cabela's North American Adventures,Sports,PS3,0.11,0
Mechanic Master,Puzzle,DS,0.11,0
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Sports,PS2,0.11,0
Melty Blood: Act Cadenza,Fighting,PS2,0.11,0
Dokapon Kingdom,Role-Playing,PS2,0.11,0
ToeJam & Earl III: Mission to Earth,Action,XB,0.11,0
Phantasy Star Collection,Role-Playing,GBA,0.11,0
Doukoku Shoshite...,Adventure,SAT,0.11,0
LEGO Knights' Kingdom,Action,GBA,0.11,0
Final Fantasy III,Role-Playing,PSP,0.11,0
Family Game Night 4: The Game Show,Misc,PS3,0.11,0
Retro Game Challenge,Action,DS,0.11,0
NBA Jam 2002,Sports,GBA,0.11,0
Every Extend Extra,Shooter,PSP,0.11,0
Shining Force NEO,Role-Playing,PS2,0.11,0
Tony Hawk's Pro Skater 5,Sports,XOne,0.11,0
Brain Quest: Grades 5 & 6,Misc,DS,0.11,0
SingStar Latino,Misc,PS3,0.11,0
Girl Time,Simulation,DS,0.11,0
Army Men: Sarge's War,Shooter,XB,0.11,0
Ultimate Mortal Kombat,Fighting,DS,0.11,0
Pocket Soccer League: Calciobit,Sports,3DS,0.11,0
Primal Rage,Fighting,PS,0.11,0
FIFA Street 2,Sports,GC,0.11,0
DiRT Rally,Racing,XOne,0.11,0
Heart Catch PreCure! Oshare Collection,Action,DS,0.11,0
UEFA Euro 2016,Sports,PS3,0.11,0
Taito Legends,Misc,PS2,0.11,0
Tom Clancy's Rainbow Six: Rogue Spear,Shooter,GBA,0.11,0
BoomBots,Fighting,PS,0.11,0
Monster Madness: Battle for Suburbia,Shooter,X360,0.11,0
FIFA Soccer 06,Sports,PSP,0.11,0
Life is Strange,Adventure,XOne,0.11,0
NFL Head Coach 09,Sports,X360,0.11,0
World Championship Rugby,Sports,PS2,0.11,0
Phantom Dust,Action,XB,0.11,0
Shinseiki Evangelion: Koutetsu no Girlfriend,Adventure,PS,0.11,0
Shin Sangoku Musou: Multi Raid 2,Action,PSP,0.11,0
Taiko Drum Master: Tokumori!,Misc,WiiU,0.11,0
Growlanser Generations,Role-Playing,PS2,0.11,0
Mega Man Battle Chip Challenge,Misc,GBA,0.11,0
Desktop Tower Defense,Strategy,DS,0.11,0
Puyo Puyo Tetris,Puzzle,3DS,0.11,0
Pro Evolution Soccer 2014,Action,PC,0.11,0
"Sakura Wars: So Long, My Love",Role-Playing,Wii,0.11,0
The Settlers,Action,DS,0.11,0
Grease,Misc,DS,0.11,0
My SAT Coach with The Princeton Review,Misc,DS,0.11,0
Family Fun Football,Sports,Wii,0.11,0
Ring of Red,Strategy,PS2,0.11,0
Cold Winter,Shooter,PS2,0.11,0
International Track & Field 2000,Sports,PS,0.11,0
The Hardy Boys: Treasure on the Tracks,Adventure,DS,0.11,0
PDC World Championship Darts: Pro Tour,Sports,PS3,0.11,0
Stubbs the Zombie in Rebel Without a Pulse,Action,XB,0.11,0
Batman: Dark Tomorrow,Action,XB,0.11,0
Ping Pals,Misc,DS,0.11,0
Fatal Frame: Maiden of Black Water,Action,WiiU,0.11,0
MySims SkyHeroes,Action,PS3,0.11,0
Blood Drive,Racing,X360,0.11,0
18 Wheeler: American Pro Trucker,Racing,GC,0.11,0
Jake Hunter Detective Story: Memories of the Past,Adventure,DS,0.11,0
Start the Party! Save the World,Misc,PS3,0.11,0
The King of Fighters XII,Fighting,X360,0.11,0
Digimon World DS,Role-Playing,DS,0.11,0
Naruto Ultimate Collection,Misc,PS2,0.11,0
The King of Fighters '99,Fighting,PS,0.11,0
Mass Destruction,Shooter,PS,0.11,0
Bodycount,Shooter,X360,0.11,0
Batman: Rise of Sin Tzu,Action,XB,0.11,0
Shinseiki Evangelion: Koutetsu no Girlfriend,Adventure,SAT,0.11,0
Skylanders: SuperChargers,Action,3DS,0.11,0
Super Swing Golf Season 2,Sports,Wii,0.11,0
Queen's Blade: Spiral Chaos,Role-Playing,PSP,0.11,0
Jikkyou Powerful Pro Yakyuu '95,Sports,PS,0.11,0
Spy vs Spy,Action,XB,0.11,0
Coraline,Action,PS2,0.11,0
The Price is Right: Decades,Misc,X360,0.11,0
Sega Touring Car Championship,Racing,SAT,0.11,0
GoldenEye: Rogue Agent,Shooter,DS,0.11,0
JASF: Jane's Advanced Strike Fighters,Simulation,PS3,0.11,0
Cake Mania,Puzzle,DS,0.11,0
Cold Fear,Action,PS2,0.11,0
Akiba's Trip: Undead & Undressed,Action,PS4,0.11,0
Zangeki no Reginleiv,Action,Wii,0.11,0
Stronghold Kingdoms,Strategy,PC,0.11,0
Fabulous Finds,Puzzle,DS,0.11,0
Vacation Sports,Sports,Wii,0.11,0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,Misc,PS2,0.11,0
PDC World Championship Darts: Pro Tour,Sports,Wii,0.11,0
Pimp My Ride,Racing,Wii,0.11,0
Surf's Up,Sports,PSP,0.11,0
Invizimals: The Lost Tribes,Action,PSP,0.11,0
Let's Play Garden,Simulation,DS,0.11,0
NHL Hitz 20-03,Sports,XB,0.11,0
Murakumo: Renegade Mech Pursuit,Shooter,XB,0.11,0
Heavy Fire: Afghanistan,Shooter,Wii,0.11,0
Samurai Warriors 4-II,Action,PS4,0.11,0
Open Season,Platform,X360,0.11,0
WireWay,Adventure,DS,0.11,0
Gun Metal,Shooter,XB,0.11,0
Just In Time Translations,Misc,DS,0.11,0
John Daly's ProStroke Golf,Sports,PS3,0.11,0
Pro Yaky? Spirits 5,Sports,PS3,0.11,0
Samurai Warriors 4-II,Action,PS3,0.11,0
BloodRayne,Shooter,GC,0.11,0
The Hardy Boys: The Hidden Theft,Adventure,Wii,0.11,0
Metal Slug 4 & 5,Shooter,PS2,0.11,0
Pac-Man and the Ghostly Adventures 2,Adventure,X360,0.11,0
ECW Anarchy Rulz,Fighting,PS,0.11,0
InuYasha: A Feudal Fairy Tale,Fighting,PS,0.11,0
Gem Quest: 4 Elements,Puzzle,DS,0.11,0
Funky Barn,Simulation,3DS,0.11,0
J-League Winning Eleven 9: Asia Championship,Sports,PS2,0.11,0
Sabrina The Teenage Witch: Potion Commotion,Action,GBA,0.11,0
Pac-Man Pinball Advance,Misc,GBA,0.11,0
Pocket Pets,Simulation,DS,0.11,0
Yu Yu Hakusho: Tournament Tactics,Strategy,GBA,0.11,0
Home Run King,Sports,GC,0.11,0
Power Rangers: Super Legends,Action,DS,0.11,0
To Heart 2: Dungeon Travelers,Adventure,PSP,0.11,0
Where the Wild Things Are,Platform,X360,0.11,0
Lost in Blue,Adventure,DS,0.11,0
Criminal Girls: Invite Only,Role-Playing,PSV,0.11,0
WWE All Stars,Fighting,PS2,0.11,0
MLB Power Pros,Sports,PS2,0.11,0
Truth or Lies,Misc,X360,0.11,0
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,Misc,SAT,0.11,0
Kousoku Card Battle: Card Hero,Strategy,DS,0.11,0
AirForce Delta Strike,Simulation,PS2,0.11,0
Dora's Big Birthday Adventure,Misc,Wii,0.11,0
Tokimeki Memorial: Girl's Side 2nd Season,Adventure,DS,0.11,0
Disney's Peter Pan: Return to Never Land,Platform,GBA,0.11,0
The Fairly Odd Parents: Breakin Da Rules,Platform,XB,0.11,0
Monkey Island: Special Edition Collection,Adventure,PS3,0.11,0
Capcom vs. SNK 2 EO,Fighting,GC,0.11,0
Hot Wheels Velocity X,Racing,GC,0.11,0
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,Action,3DS,0.11,0
Spyborgs,Action,Wii,0.11,0
American Girl: Julie Finds a Way,Adventure,DS,0.11,0
Contra Advance: The Alien Wars EX,Shooter,GBA,0.11,0
Jikkyou Powerful Pro Baseball 2016,Sports,PS3,0.11,0
The History Channel: Battle for the Pacific,Shooter,Wii,0.11,0
18 Wheels of Steel: Extreme Trucker 2,Racing,PC,0.11,0
Happy Feet Two,Action,3DS,0.11,0
Army Men: RTS,Strategy,PS2,0.11,0
